gene_name,HA,PD,YG
ARVCF,0.321213499121623,0.185233889138021,0.0768500187452654
ASAH1,0.788747698957548,-0.249308095481191,-0.832230330364267
ASAP1,-0.292727796949057,0.00073822213990761,0.268396066119509
ASAP2,0.435736610441553,0.579692162494357,0.883155357651185
ASMTL,-0.26350590196055,0.370008890098125,0.926689188482762
ASPH,-0.164740609232944,0.475491204087426,-0.101798572338832
ASRGL1,0.452056207197461,0.212605984685751,0.583371799349524
ASTN1,-0.370495908685937,0.0651613637240431,0.475907420261981
ATAD1,0.128320312867825,-0.174487376759806,-0.103253749834445
ATCAY,-0.205993843652215,-0.013380532724174,0.28385704962803
ATG4B,-0.306842540220025,0.409570078177456,0.43489153456655
ATG7,0.729219942104733,0.105302864109413,0.21034536789447
ATIC,-0.0741880933558018,0.179678425845587,-0.243101936717056
ATL1,0.383083493329928,0.478981271707671,-0.530203107762917
ATL3,0.348509587747974,0.608619211605497,-0.73605749583964
ATP13A1,-0.263460845972043,0.0390827799264489,0.182153287016381
ATP1A1,0.103584355354195,0.331523643424489,0.627351620227373
ATP1A2,0.183833672963353,-0.461562549989129,0.574462705299341
ATP1A3,-0.0667467729648828,0.635157733096162,-0.0595487582518791
ATP1B1,0.26491252754195,0.477470131469709,-0.0422778797320949
ATP1B2,-0.134542072096254,-0.651465809729304,0.338647297620614
ATP1B3,-0.170787441667401,-0.487052169535539,0.639458195503842
ATP2A2,0.452984752962677,0.21694758691975,0.279529554024809
ATP2B1,-0.168342523943497,0.0765757898479301,0.157849607536585
ATP2B2,0.0866364530637642,0.24288387214226,0.865747752580598
ATP2B3,-0.314774857138844,0.0247774949514094,0.729017976059571
ATP2B4,-0.486174241337661,0.306360924854343,0.678548687509098
ATP6AP1,0.0335589597065151,-0.188799251398817,0.84197922948529
ATP6AP2,-0.413141997980367,-0.203238502356966,-0.557636766077718
ATP6V0A1,-0.550293144471856,0.1035287167919,0.679958025213107
ATP6V0C,-0.101046681320183,0.233599704204299,0.856550686272028
ATP6V0D1,-0.326913837802979,0.283439629671871,-0.0690133551814901
ATP6V1A,-0.147217353595085,0.382908397789225,0.164099367331923
ATP6V1B2,-0.261090263737055,0.517481986990291,0.518368400318155
ATP6V1C1,0.217450964040481,0.292455692105606,0.936208985917265
ATP6V1D,0.36134817090316,0.349812644248213,-0.127714934098317
ATP6V1E1,-0.100337857560302,0.603371529564151,0.200219795671375
ATP6V1F,0.0771247386029984,-0.0772781847249701,0.845692474773387
ATP6V1G1,-0.160375307959852,0.012483842955757,-0.363939420217487
ATP6V1G2,0.265521924116588,0.0788960553724969,0.877982828785253
ATP6V1H,-0.0579045418928842,0.519894447679865,0.734278528898811
ATP8A1,-0.516863694357548,-0.110250241048655,-0.247917814614057
ATP9A,0.302486154135702,-0.28925300610447,0.0414725474632003
ATPAF1,-0.614729095603365,0.461726450640099,-0.63906229318264
ATXN10,0.404809120348424,-0.321884647707036,-0.431062864570909
ATXN2L,-0.751101864121755,-0.506790926845203,0.892294112318524
BABAM1,-0.47892414444897,0.178556236681951,-0.580465792365518
BAG3,0.888619300586846,-0.0222978840408656,0.154082368968236
BAG4,0.094375601073689,-0.00819589059509272,0.24525335322352
BAG5,-0.299518927276599,0.103866869835468,0.646534869814794
BAIAP2,-0.140744060698055,0.0289253046153489,0.682653076673836
BASP1,0.0593226949704305,-0.169761810707567,0.738926084790834
BAZ1B,0.0849449365514233,0.495886201831615,0.206554519107304
BCAN,0.403454043750361,0.1228847570493,0.696635435481751
BCAP29,-0.310113081462618,0.279222425606653,0.945236286397411
BCAP31,-0.123672217377804,-0.158317528423284,0.403807754437778
BCAS1,-0.159418990499354,0.317686015796865,0.356357817549338
BCAS3,-0.265876334350099,-0.276349961382574,0.422633882491701
BCKDHA,-0.0416935170583193,0.688670510239112,0.326657528786873
BCL2L13,0.519169067824211,0.349277218757987,0.91274549308902
BCLAF1,0.228494606151692,-0.0565312325283595,-0.142102988353899
BCR,0.337940563248716,-0.0180243451613861,-0.552967416599376
BDH1,0.230629556603745,0.133937394157064,0.753538014354982
BDH2,0.454031551148422,0.0370719379583434,0.782424066007395
BIN1,0.734339368481264,-0.058827073153416,0.77940046506262
BLOC1S2,0.569907222739224,-0.299618147855523,-0.846887262916822
BMPR2,0.165404996683423,-0.0190178260307999,0.600879704446775
BRAF,0.160859110570969,0.611285786359416,0.705357591434
BRI3BP,0.0360641925597958,0.141791193437946,0.246455803951433
BRK1,-0.567354382678095,-0.0428160239544405,-0.606648390663357
BROX,-0.237407485220887,-0.0645637697532459,0.0555204180307638
BRSK2,-0.379630728993223,-0.136591800034123,0.0601332658061619
BSCL2,0.573073478252289,0.125455255097065,-0.684653316844636
BSG,-0.271963036439751,0.341981908016317,0.442756635381859
BSN,-0.591816689011264,-0.26424059162519,0.805625435712396
BTF3,0.542284894943298,-0.327498546936575,-0.352674306954341
BZW1,0.517991229786464,-0.110777209355158,0.391008162866418
C16orf70,-0.108410514515589,-0.449237155545932,0.655452170134507
C1QBP,0.0346955510574839,0.17078684139338,0.620520939460583
C2CD2L,-0.652816557424913,-0.329338784424885,0.925854421538564
C2CD4C,-0.368113201601532,-0.124327344024802,-0.867607676084965
C2CD5,-0.176386244453907,-0.361863295717706,0.877947595897055
C2orf69,-0.133999971624461,-0.0106126357341885,-0.910708607009125
C3,0.623777950282564,-0.326386175486266,-0.730859623404172
C4B,0.653166562810232,-0.0117375384569892,0.238210505900531
CA2,0.474735490339767,0.327213675888433,-0.458076765107203
CAB39,0.473255168006294,0.10989146669805,0.555955422275237
CAB39L,-0.747970436111987,0.616858513570295,-0.562498327341763
CABP1,-0.0702051072519805,0.061665753144739,0.412125829716863
CACNA1A,0.20879606968298,-0.408712484982456,-0.680685892488217
CACNA1E,-0.231790177950963,-0.225616020120451,0.21409126451418
CACNA2D1,-0.889613678877029,-0.187902222505366,0.979472678201311
CACNA2D2,-0.0324489427347978,-0.671731919364972,-0.983886781997355
CACNA2D3,-0.260443837638104,0.111985032275729,0.688674096066234
CACNB1,0.0767795623131975,-0.421737422010049,0.881285252362314
CACNB3,-0.622340548296188,-0.182239588189558,0.426914379059384
CACNG3,0.205115142247987,0.0550697156001179,-0.35863239038707
CACNG8,0.319074271080325,-0.0834049039706434,-0.335682402238229
CACYBP,0.307774610606426,0.125304079515,-0.964943483294426
CADM1,0.215579322896297,0.114570937655725,0.571839026492363
CADM2,0.222623251080393,0.37175331622809,0.640216690108686
CADM3,-0.19159283669946,-0.116229896159278,0.520629142378488
CADM4,-0.308112383177878,0.259474307833591,-0.548614811719438
CADPS,0.0360439666005224,0.0558504045831963,0.503144542138082
CALCOCO1,0.405666717414591,-0.375433608146179,0.793374104270239
CALD1,0.401320296994121,0.318404818916413,-0.00642427567664357
CALR,-0.0403275189799995,-0.335289165583555,0.408779189865481
CALU,0.474455205492112,0.262369862804258,0.749661168529002
CAMK1D,-0.590715452391283,-0.160816181136619,0.929681746245093
CAMK2A,0.213747881971357,0.0141751694449983,0.98564323502509
CAMK2B,0.0597371580887059,0.0321056478462349,0.512592300531251
CAMK2D,0.48824844495403,0.361377440545661,0.674250086408501
CAMK2G,0.655597504060445,0.336968940622789,0.20602462239808
CAMK4,0.073943569518292,-0.257786347097621,-0.166102757931505
CAMKK1,0.0513559773914173,0.0832752951625257,-0.144043700832397
CAMKK2,0.592357473290997,0.130326519210441,0.597550370316685
CAMKV,-0.263216959347419,-0.04354404561389,0.439188371090348
CAMSAP1,-0.486242406338486,-0.297882157269999,-0.0746514917181217
CAMSAP3,0.329110633560289,-0.194371902638233,0.768803290784324
CAND1,-0.158808369582586,-0.451631886347132,0.82119993626346
CAP1,-0.282087846610056,-0.612705791680446,-0.544960907920283
CAP2,-0.0928397643806093,-0.153845355622368,0.932994476805397
CAPN2,0.258157651669406,0.546937693926024,0.651088316786234
CAPN5,0.821458376116904,0.0466991656997391,-0.135493554614927
CAPNS1,-0.263363679877167,-0.238702491089557,-0.38637827555103
CAPRIN1,0.635887948678534,-0.132724768022991,0.0995901108696811
CAPZA2,-0.265276541320234,-0.100708042567508,0.637885586783998
CAPZB,-0.286779658900823,-0.532710007390077,-0.291006574010202
CARM1,-0.11995600475655,-0.553905158159413,0.300218657518135
CARS,0.102779918104348,0.087188185995245,-0.214481076809894
CASK,0.0249986375968284,-0.7903256400465,0.893140138401496
CASKIN1,-0.135683337625801,-0.547445345485496,0.714106427251624
CAST,0.527277042691681,-0.00161331554441305,0.017037572946202
CAT,0.0995694133945434,0.17542161264291,-0.210482366571271
CBR1,0.298328136705972,0.00285145216526353,0.738096824970927
CBS,0.505957211918798,0.0843835379163176,0.487873591013603
CBX1,-0.791297558699931,-0.165763286916613,0.0494498723481824
CBX3,0.364381379484293,-0.573703861075571,0.75267685714466
CCDC124,-0.262134847494913,-0.0762818847324574,0.98713894138828
CCDC127,0.644226367203535,0.0947274557306166,-0.120540446945768
CCDC136,-0.208050350329201,0.057680259175534,0.566251390909941
CCDC43,-0.473294204718594,-0.459654737322741,-0.860829679499383
CCDC6,-0.277096585339793,-0.374560324426826,0.0568503804157463
CCDC88A,0.335967790380348,0.589545640195499,0.853535168044511
CCDC91,-0.291734843897133,-0.275099505084679,-0.648090417936146
CCK,-0.587197304338171,-0.352784853200881,0.720110130268629
CCT2,0.210364735327115,0.473306121619713,0.895155118075263
CCT3,0.156811936539333,0.399720939559878,0.697399421136185
CCT4,-0.284828490022046,-0.294539017294197,0.863738957435593
CCT5,0.169678669517969,0.713611567603924,0.780885567865282
CCT6A,-0.0841226184800779,0.276318831860323,0.847864127061127
CCT7,0.495244273296307,-0.268839865159361,0.535603018933607
CCT8,0.442232643954727,-0.175814007311087,0.842938685680973
CD200,-0.199697839341357,0.17741713831737,0.981588722174698
CD47,-0.0198308978653444,0.12781057269678,0.358693606396568
CD59,-0.244685140433887,0.156757490255387,-0.500208647675403
CD63,0.407282947860095,-0.470945632312813,0.00506685112885079
CD81,0.420505961375347,0.230098716049309,0.255559776067903
CD9,0.317044690592998,0.193028782041419,0.0439533036816001
CD99L2,0.26229438961903,0.146175766032908,0.863204488276635
CDC37,0.192942482594541,0.0891236520242453,-0.640225431618456
CDC42,0.00395714320183255,0.330205702435817,0.882439724770749
CDC42EP4,0.660756559429024,0.663462699519928,0.255454003049729
CDC5L,-0.128059136491004,-0.766916415291207,0.856748750038086
CDH10,0.070550979348708,0.185857929635845,-0.315707235807237
CDH13,-0.00747151906611558,0.237015888412437,-0.540679885631082
CDH2,0.374228981534732,0.434074821520946,0.532752645319677
CDIP1,-0.538765773119698,0.172913038064543,0.0255024193867797
CDK18,0.225367002682453,-0.0994144396111041,-0.234811648499034
CDK5,-0.284883577114549,0.203941478930919,-0.363745489815451
CDK5RAP3,0.310688974132688,-0.305158657932126,-0.172379383148682
CDS2,-0.17691082286429,0.163792344136466,-0.414011333042671
CELF2,0.126487867805443,-0.275316674896871,-0.0904094351312027
CEND1,-0.530615770437504,0.23547724564829,0.964064403105841
CEP170,0.287028808848288,-0.427814110963042,0.29945500092152
CEP170B,-0.788323766934331,-0.367591130025269,-0.0982265452746397
CETN2,-0.30374333947644,-0.359675961831979,-0.731785170575879
CFH,0.422872269381769,0.096870929439909,0.136251628900203
CFL1,0.0169222651420376,0.379885878321714,0.745018676372931
CFL2,0.554580200402829,0.306109126981153,0.142263272257303
CHGA,-0.340411966736015,0.19464396849572,-0.203553852285689
CHGB,-0.511486482371583,-0.143673796277996,0.186787410233695
CHL1,-0.408832239540146,-0.113049751634363,-0.107411980405967
CHMP1A,0.26080016618818,0.481396613859241,0.35670975511291
CHMP1B,0.366483001865261,0.029371763227195,-0.450902125777238
CHMP2A,-0.18285146131777,-0.317568693069464,0.778044158026895
CHMP3,0.191458179759059,-0.583815672802511,0.0560346660872377
CHMP4B,-0.108503264368654,0.455659893241263,-0.989376844361697
CHMP5,-0.2823178523145,-0.299973605243122,-0.350334554961013
CHMP7,-0.168204814744545,-0.108719155333345,-0.385463378918581
CHORDC1,0.310625718877544,0.534736172902175,0.521852533332078
CIAPIN1,0.0946051595927288,0.178291160042307,-0.84849226585488
CIRBP,0.526693576687196,0.617313038290005,0.858332375598713
CISD1,0.187972462922697,-0.251331957538283,0.036916615548012
CISD2,-0.145055921502005,-0.302012221513484,0.833449918522089
CIT,-0.354140395267465,0.0957495286262599,0.988198761047214
CKAP4,-0.0454181691972302,0.0176730234374124,-0.811015661105566
CKAP5,0.346482273121862,-0.143748184411599,0.696438179358407
CKB,0.746601663577812,0.134250396268981,0.869791390963721
CKMT1A,-0.0305381454828758,0.160468275365124,0.947822233476021
CLASP2,0.509163407276335,0.263527148698554,0.229728218935316
CLCN3,0.281036271872441,0.238911106150275,0.148928888062754
CLCN7,-0.542935556549008,0.267893965465082,0.630254427006539
CLDN10,0.219632087922006,0.239473110883825,0.962678170966005
CLDN11,0.524863496386644,0.357697944442048,-0.182398288548693
CLDND1,0.259707337036998,0.0988462285447027,0.041784623558291
CLEC16A,-0.223387477897362,0.452984499675194,-0.954833544075189
CLIC4,0.355083857738829,0.390424677545442,0.628463605659276
CLIP1,0.652522778745175,0.239521480507818,0.539095707178599
CLIP2,-0.0524923611555226,0.0488421007997231,0.836105275607612
CLPTM1,0.0310075520074802,0.220658408328246,0.227563498568104
CLSTN1,-0.0350702547063716,-0.338404632338245,0.197058714754128
CLTA,0.0428623219615057,0.28817751714065,-0.249529725645623
CLTB,0.191910774156461,0.265382354435439,-0.124700653847139
CLU,0.89438684947068,0.453434531396864,0.208441519246544
CLVS2,0.0100989836422618,-0.165377750922365,-0.891849461892345
CMAS,0.329890740552635,0.499865309894571,0.0161835153409209
CMBL,-0.0779390466607389,0.101017923641133,0.865800206646096
CMPK1,0.514663318270794,0.495503403183637,-0.989474599593591
CMTM4,0.283775961001587,0.364110305923575,0.0513006033535918
CNDP2,0.131835041205928,-0.308656528085336,0.736421414434968
CNKSR2,-0.269460870709775,0.234312337687229,0.0532675591477284
CNN3,0.66170274566037,0.310587034887623,0.783886131358102
CNNM1,0.194131693134056,0.345024918928196,0.581284805459059
CNPY3,0.151790036574156,0.314037242797207,0.374501369392735
CNRIP1,0.289995727239189,0.186359168322519,0.295589350207457
CNTFR,0.393764922406683,0.158524104405103,0.636977641096519
CNTN1,-0.648772256888432,0.173199508358933,-0.327990612134135
CNTN2,0.142776992019703,0.321320323817341,-0.354675668191815
CNTN4,-0.418074689646449,0.0991224077224966,-0.99949708629434
CNTNAP1,0.421432901466043,0.483302076734651,0.19605436720494
CNTNAP2,-0.244810136453188,0.317295821650388,0.808388798734394
COA3,0.698809606759847,0.440982358345419,-0.848268015934796
COASY,0.408947795222966,0.551927848419662,0.610038365469587
COL18A1,-0.115308758712156,0.296075062826489,-0.32437786525038
COL4A1,0.394123625198264,-0.158456159627525,-0.578506470705628
COL4A2,0.177406679751157,0.0930987334093473,-0.71570745598752
COL6A1,0.1056409264501,0.337250076452532,0.719862079079863
COMT,0.118672876633444,0.414472723258029,0.444035966673858
COPA,0.312887415951992,-0.395383585285483,0.34620225586881
COPG1,-0.00810438680689175,-0.312797169010377,-0.0731607349236481
COPS2,-0.214350527250705,-0.266452240474621,0.424251211809584
COPS3,0.144514852536864,0.0208404546166576,0.370779873777489
COPS4,-0.41113387686526,-0.227666577805291,-0.343119104655002
COPS5,-0.0703487172703626,-0.58008193650196,-0.600582375907885
COPS7A,0.37649278948277,-0.434100937712586,0.194143414484436
COPS8,-0.138142871080935,0.306706625130037,0.0808535303736035
COQ9,-0.317610726689252,0.254384128706338,0.65340563779004
CORO1A,0.162020850133453,0.028016236497518,0.712641881035273
CORO2B,-0.00149525104574348,-0.0581168202385501,0.742002972317352
COTL1,0.590705966028435,0.0945795068236692,0.91601318569365
COX20,0.495266582479742,-0.108908727576469,-0.674446814366734
COX4I1,0.042340565777378,0.234575695583764,0.706727237357171
COX5A,0.148118933367184,0.199696292712502,0.751231276488786
COX5B,-0.0449904372564399,-0.00799407135483643,0.775073466385193
COX6A1,0.424115186760878,0.450834163938699,-0.840253894334387
COX6B1,-0.23691810380996,0.318243132668291,-0.190591823737227
COX6C,-0.0660410869413675,0.433755917317026,-0.72365685445081
COX7A2,-0.0836498096713986,0.372355605194954,-0.785958468136822
COX7A2L,0.0305621759072223,0.435827630880968,-0.0246202074929053
